,stats,aic
350,"ARIMA(1, 1, 0)x(2, 2, 2, 12)",-250.31124416386177
351,"ARIMA(1, 1, 1)x(0, 0, 0, 12)",-583.062378889884
352,"ARIMA(1, 1, 1)x(0, 0, 1, 12)",-570.6922452676863
353,"ARIMA(1, 1, 1)x(0, 0, 2, 12)",-559.1640986121561
354,"ARIMA(1, 1, 1)x(0, 1, 0, 12)",-239.746722971924
355,"ARIMA(1, 1, 1)x(0, 1, 1, 12)",-516.1750561238368
356,"ARIMA(1, 1, 1)x(0, 1, 2, 12)",-509.93792933361226
357,"ARIMA(1, 1, 1)x(0, 2, 0, 12)",281.657271886573
358,"ARIMA(1, 1, 1)x(0, 2, 1, 12)",-187.33301683341216
359,"ARIMA(1, 1, 1)x(0, 2, 2, 12)",-424.45316166994087
360,"ARIMA(1, 1, 1)x(1, 0, 0, 12)",-567.1647360892006
361,"ARIMA(1, 1, 1)x(1, 0, 1, 12)",-568.8397641435608
362,"ARIMA(1, 1, 1)x(1, 0, 2, 12)",-557.4904165837016
363,"ARIMA(1, 1, 1)x(1, 1, 0, 12)",-362.97465739505185
364,"ARIMA(1, 1, 1)x(1, 1, 1, 12)",-506.8580236699911
365,"ARIMA(1, 1, 1)x(1, 1, 2, 12)",-516.4444084049793
366,"ARIMA(1, 1, 1)x(1, 2, 0, 12)",2.379948169070886
367,"ARIMA(1, 1, 1)x(1, 2, 1, 12)",-294.5998240120417
368,"ARIMA(1, 1, 1)x(1, 2, 2, 12)",-408.7851880215446
369,"ARIMA(1, 1, 1)x(2, 0, 0, 12)",-561.2215186481917
370,"ARIMA(1, 1, 1)x(2, 0, 1, 12)",-559.2282934360077
371,"ARIMA(1, 1, 1)x(2, 0, 2, 12)",-561.9892341939535
372,"ARIMA(1, 1, 1)x(2, 1, 0, 12)",-401.0151068804258
373,"ARIMA(1, 1, 1)x(2, 1, 1, 12)",-505.96055863280776
374,"ARIMA(1, 1, 1)x(2, 1, 2, 12)",-515.3133653664858
375,"ARIMA(1, 1, 1)x(2, 2, 0, 12)",-111.84288050039308
376,"ARIMA(1, 1, 1)x(2, 2, 1, 12)",-332.1719466688902
377,"ARIMA(1, 1, 1)x(2, 2, 2, 12)",-398.99444162319446
378,"ARIMA(1, 1, 2)x(0, 0, 0, 12)",-579.6889907293341
379,"ARIMA(1, 1, 2)x(0, 0, 1, 12)",-565.6533445164598
380,"ARIMA(1, 1, 2)x(0, 0, 2, 12)",-555.6554350964434
381,"ARIMA(1, 1, 2)x(0, 1, 0, 12)",-237.2505638835728
382,"ARIMA(1, 1, 2)x(0, 1, 1, 12)",-512.2222899990122
383,"ARIMA(1, 1, 2)x(0, 1, 2, 12)",-510.0290227060384
384,"ARIMA(1, 1, 2)x(0, 2, 0, 12)",283.34324130850746
385,"ARIMA(1, 1, 2)x(0, 2, 1, 12)",-185.34863745655127
386,"ARIMA(1, 1, 2)x(0, 2, 2, 12)",-425.61092700104564
387,"ARIMA(1, 1, 2)x(1, 0, 0, 12)",-566.0146975367113
388,"ARIMA(1, 1, 2)x(1, 0, 1, 12)",-563.6056988620188
389,"ARIMA(1, 1, 2)x(1, 0, 2, 12)",-557.5128553352154
390,"ARIMA(1, 1, 2)x(1, 1, 0, 12)",-361.08917078645146
391,"ARIMA(1, 1, 2)x(1, 1, 1, 12)",-503.5389035171148
392,"ARIMA(1, 1, 2)x(1, 1, 2, 12)",-515.1853332012637
393,"ARIMA(1, 1, 2)x(1, 2, 0, 12)",4.451200535272733
394,"ARIMA(1, 1, 2)x(1, 2, 1, 12)",-292.4201419236688
395,"ARIMA(1, 1, 2)x(1, 2, 2, 12)",-411.74831748621955
396,"ARIMA(1, 1, 2)x(2, 0, 0, 12)",-559.0584242492182
397,"ARIMA(1, 1, 2)x(2, 0, 1, 12)",-557.061120080788
398,"ARIMA(1, 1, 2)x(2, 0, 2, 12)",-560.3902518095313
399,"ARIMA(1, 1, 2)x(2, 1, 0, 12)",-399.2135036399494
400,"ARIMA(1, 1, 2)x(2, 1, 1, 12)",-504.01370483610276
401,"ARIMA(1, 1, 2)x(2, 1, 2, 12)",-510.64876230200764
402,"ARIMA(1, 1, 2)x(2, 2, 0, 12)",-109.8573801167522
403,"ARIMA(1, 1, 2)x(2, 2, 1, 12)",-330.66852396830484
404,"ARIMA(1, 1, 2)x(2, 2, 2, 12)",-400.82312348099305
405,"ARIMA(1, 2, 0)x(0, 0, 0, 12)",-22.2360110024865
406,"ARIMA(1, 2, 0)x(0, 0, 1, 12)",-16.993067761458065
407,"ARIMA(1, 2, 0)x(0, 0, 2, 12)",-21.467241414318288
408,"ARIMA(1, 2, 0)x(0, 1, 0, 12)",302.1642254241838
409,"ARIMA(1, 2, 0)x(0, 1, 1, 12)",14.148255887915468
410,"ARIMA(1, 2, 0)x(0, 1, 2, 12)",16.73963883262691
411,"ARIMA(1, 2, 0)x(0, 2, 0, 12)",795.1638519295707
412,"ARIMA(1, 2, 0)x(0, 2, 1, 12)",326.06762589700605
413,"ARIMA(1, 2, 0)x(0, 2, 2, 12)",83.59183167710592
414,"ARIMA(1, 2, 0)x(1, 0, 0, 12)",-16.765099546590086
415,"ARIMA(1, 2, 0)x(1, 0, 1, 12)",-15.359253631103869
416,"ARIMA(1, 2, 0)x(1, 0, 2, 12)",-19.53817633427363
417,"ARIMA(1, 2, 0)x(1, 1, 0, 12)",184.9630575631512
418,"ARIMA(1, 2, 0)x(1, 1, 1, 12)",16.148323075585154
419,"ARIMA(1, 2, 0)x(1, 1, 2, 12)",15.916464365535425
420,"ARIMA(1, 2, 0)x(1, 2, 0, 12)",537.7116275012155
421,"ARIMA(1, 2, 0)x(1, 2, 1, 12)",237.13754190608435
422,"ARIMA(1, 2, 0)x(1, 2, 2, 12)",106.78915891937096
423,"ARIMA(1, 2, 0)x(2, 0, 0, 12)",-22.913187976806796
424,"ARIMA(1, 2, 0)x(2, 0, 1, 12)",-20.913464404839374
425,"ARIMA(1, 2, 0)x(2, 0, 2, 12)",-42.201728559378196
426,"ARIMA(1, 2, 0)x(2, 1, 0, 12)",124.31883260548851
427,"ARIMA(1, 2, 0)x(2, 1, 1, 12)",19.45444425717099
428,"ARIMA(1, 2, 0)x(2, 1, 2, 12)",17.055588883230527
429,"ARIMA(1, 2, 0)x(2, 2, 0, 12)",408.8063807707011
430,"ARIMA(1, 2, 0)x(2, 2, 1, 12)",176.98242170384307
431,"ARIMA(1, 2, 0)x(2, 2, 2, 12)",114.29020706505736
432,"ARIMA(1, 2, 1)x(0, 0, 0, 12)",-401.3611127744016
433,"ARIMA(1, 2, 1)x(0, 0, 1, 12)",-391.5809968092833
434,"ARIMA(1, 2, 1)x(0, 0, 2, 12)",-386.88881955008367
435,"ARIMA(1, 2, 1)x(0, 1, 0, 12)",-57.42780309302326
436,"ARIMA(1, 2, 1)x(0, 1, 1, 12)",-344.9730541773496
437,"ARIMA(1, 2, 1)x(0, 1, 2, 12)",-343.20835880575356
438,"ARIMA(1, 2, 1)x(0, 2, 0, 12)",450.57173485700275
439,"ARIMA(1, 2, 1)x(0, 2, 1, 12)",-18.22405025852231
440,"ARIMA(1, 2, 1)x(0, 2, 2, 12)",-267.98287815767685
441,"ARIMA(1, 2, 1)x(1, 0, 0, 12)",-387.24333203636786
442,"ARIMA(1, 2, 1)x(1, 0, 1, 12)",-390.21794304781486
443,"ARIMA(1, 2, 1)x(1, 0, 2, 12)",-384.9340838755707
444,"ARIMA(1, 2, 1)x(1, 1, 0, 12)",-178.26514504066952
445,"ARIMA(1, 2, 1)x(1, 1, 1, 12)",-342.97304185925384
446,"ARIMA(1, 2, 1)x(1, 1, 2, 12)",-347.8866069953085
447,"ARIMA(1, 2, 1)x(1, 2, 0, 12)",188.04848036452202
448,"ARIMA(1, 2, 1)x(1, 2, 1, 12)",-115.31724471108038
449,"ARIMA(1, 2, 1)x(1, 2, 2, 12)",-265.92103964067644
450,"ARIMA(1, 2, 1)x(2, 0, 0, 12)",-388.93499044218606
451,"ARIMA(1, 2, 1)x(2, 0, 1, 12)",-386.9437336591665
452,"ARIMA(1, 2, 1)x(2, 0, 2, 12)",-403.49285886697714
453,"ARIMA(1, 2, 1)x(2, 1, 0, 12)",-229.46261168539704
454,"ARIMA(1, 2, 1)x(2, 1, 1, 12)",-335.90603654475365
455,"ARIMA(1, 2, 1)x(2, 1, 2, 12)",-341.7531400075006
456,"ARIMA(1, 2, 1)x(2, 2, 0, 12)",67.72498153881887
457,"ARIMA(1, 2, 1)x(2, 2, 1, 12)",-162.7128737106558
458,"ARIMA(1, 2, 1)x(2, 2, 2, 12)",-238.62260142451444
459,"ARIMA(1, 2, 2)x(0, 0, 0, 12)",-568.0397817774256
460,"ARIMA(1, 2, 2)x(0, 0, 1, 12)",-554.7083415834811
461,"ARIMA(1, 2, 2)x(0, 0, 2, 12)",-544.3989421739416
462,"ARIMA(1, 2, 2)x(0, 1, 0, 12)",-209.71643056192812
463,"ARIMA(1, 2, 2)x(0, 1, 1, 12)",-499.95792041977734
464,"ARIMA(1, 2, 2)x(0, 1, 2, 12)",-497.5419401978255
465,"ARIMA(1, 2, 2)x(0, 2, 0, 12)",294.58471315632454
466,"ARIMA(1, 2, 2)x(0, 2, 1, 12)",-169.60303388155438
467,"ARIMA(1, 2, 2)x(0, 2, 2, 12)",-416.58992186166586
468,"ARIMA(1, 2, 2)x(1, 0, 0, 12)",-552.1964572458982
469,"ARIMA(1, 2, 2)x(1, 0, 1, 12)",-553.7035337868724
470,"ARIMA(1, 2, 2)x(1, 0, 2, 12)",-540.2162978014712
471,"ARIMA(1, 2, 2)x(1, 1, 0, 12)",-342.27155899245565
472,"ARIMA(1, 2, 2)x(1, 1, 1, 12)",-497.8725571422683
473,"ARIMA(1, 2, 2)x(1, 1, 2, 12)",-501.4027180116052
474,"ARIMA(1, 2, 2)x(1, 2, 0, 12)",22.66560171804315
475,"ARIMA(1, 2, 2)x(1, 2, 1, 12)",-274.0589745175313
476,"ARIMA(1, 2, 2)x(1, 2, 2, 12)",-397.03238871583386
477,"ARIMA(1, 2, 2)x(2, 0, 0, 12)",-543.5735701209435
478,"ARIMA(1, 2, 2)x(2, 0, 1, 12)",-545.4698443632356
479,"ARIMA(1, 2, 2)x(2, 0, 2, 12)",-541.2208575623354
480,"ARIMA(1, 2, 2)x(2, 1, 0, 12)",-377.95074085293777
481,"ARIMA(1, 2, 2)x(2, 1, 1, 12)",-487.0051298047131
482,"ARIMA(1, 2, 2)x(2, 1, 2, 12)",-495.4852796754641
483,"ARIMA(1, 2, 2)x(2, 2, 0, 12)",-74.28809866699629
484,"ARIMA(1, 2, 2)x(2, 2, 1, 12)",-312.7191651429306
485,"ARIMA(1, 2, 2)x(2, 2, 2, 12)",-318.83540393753293
486,"ARIMA(2, 0, 0)x(0, 0, 0, 12)",-410.3156796237392
487,"ARIMA(2, 0, 0)x(0, 0, 1, 12)",-396.39545451993365
488,"ARIMA(2, 0, 0)x(0, 0, 2, 12)",-396.90794046679457
489,"ARIMA(2, 0, 0)x(0, 1, 0, 12)",-245.27201073334012
490,"ARIMA(2, 0, 0)x(0, 1, 1, 12)",-490.2032527619263
491,"ARIMA(2, 0, 0)x(0, 1, 2, 12)",-476.92565726456576
492,"ARIMA(2, 0, 0)x(0, 2, 0, 12)",277.37937693538504
493,"ARIMA(2, 0, 0)x(0, 2, 1, 12)",-198.12456159282607
494,"ARIMA(2, 0, 0)x(0, 2, 2, 12)",-398.92219587417156
495,"ARIMA(2, 0, 0)x(1, 0, 0, 12)",-395.2982382046124
496,"ARIMA(2, 0, 0)x(1, 0, 1, 12)",-493.27620669141606
497,"ARIMA(2, 0, 0)x(1, 0, 2, 12)",-478.74081692821335
498,"ARIMA(2, 0, 0)x(1, 1, 0, 12)",-368.2422078398263
499,"ARIMA(2, 0, 0)x(1, 1, 1, 12)",-486.8063828394769
500,"ARIMA(2, 0, 0)x(1, 1, 2, 12)",-480.2447753068957
501,"ARIMA(2, 0, 0)x(1, 2, 0, 12)",-4.867024973132999
502,"ARIMA(2, 0, 0)x(1, 2, 1, 12)",-305.7014156697665
503,"ARIMA(2, 0, 0)x(1, 2, 2, 12)",-396.73412106160174
504,"ARIMA(2, 0, 0)x(2, 0, 0, 12)",-397.00601480949797
505,"ARIMA(2, 0, 0)x(2, 0, 1, 12)",-395.0776384263464
506,"ARIMA(2, 0, 0)x(2, 0, 2, 12)",-404.33417403423005
507,"ARIMA(2, 0, 0)x(2, 1, 0, 12)",-406.8848879871383
508,"ARIMA(2, 0, 0)x(2, 1, 1, 12)",-476.1505695586684
509,"ARIMA(2, 0, 0)x(2, 1, 2, 12)",-478.52869115829105
510,"ARIMA(2, 0, 0)x(2, 2, 0, 12)",-117.84958359241548
511,"ARIMA(2, 0, 0)x(2, 2, 1, 12)",-339.14315289252966
512,"ARIMA(2, 0, 0)x(2, 2, 2, 12)",-370.90085327786176
513,"ARIMA(2, 0, 1)x(0, 0, 0, 12)",-582.109931735377
514,"ARIMA(2, 0, 1)x(0, 0, 1, 12)",-566.1105457049963
515,"ARIMA(2, 0, 1)x(0, 0, 2, 12)",-555.2066375455031
516,"ARIMA(2, 0, 1)x(0, 1, 0, 12)",-243.54111180170955
517,"ARIMA(2, 0, 1)x(0, 1, 1, 12)",-484.55046144186264
518,"ARIMA(2, 0, 1)x(0, 1, 2, 12)",-470.4260169125333
519,"ARIMA(2, 0, 1)x(0, 2, 0, 12)",278.65905331756187
520,"ARIMA(2, 0, 1)x(0, 2, 1, 12)",-195.44558116137992
521,"ARIMA(2, 0, 1)x(0, 2, 2, 12)",-393.42089640897393
522,"ARIMA(2, 0, 1)x(1, 0, 0, 12)",-245.4534424395157
523,"ARIMA(2, 0, 1)x(1, 0, 1, 12)",-520.4976011551128
524,"ARIMA(2, 0, 1)x(1, 0, 2, 12)",-508.75822288161885
525,"ARIMA(2, 0, 1)x(1, 1, 0, 12)",-366.229104867154
526,"ARIMA(2, 0, 1)x(1, 1, 1, 12)",-479.2343536289888
527,"ARIMA(2, 0, 1)x(1, 1, 2, 12)",-470.7602640023272
528,"ARIMA(2, 0, 1)x(1, 2, 0, 12)",-2.988345890920506
529,"ARIMA(2, 0, 1)x(1, 2, 1, 12)",-303.67531221929016
530,"ARIMA(2, 0, 1)x(1, 2, 2, 12)",-389.86017728149784
531,"ARIMA(2, 0, 1)x(2, 0, 0, 12)",-364.7257310681291
532,"ARIMA(2, 0, 1)x(2, 0, 1, 12)",-537.3358738168452
533,"ARIMA(2, 0, 1)x(2, 0, 2, 12)",-548.7615653398861
534,"ARIMA(2, 0, 1)x(2, 1, 0, 12)",-404.601793524696
535,"ARIMA(2, 0, 1)x(2, 1, 1, 12)",-467.47056852971343
536,"ARIMA(2, 0, 1)x(2, 1, 2, 12)",-469.8598293329094
537,"ARIMA(2, 0, 1)x(2, 2, 0, 12)",-116.04476737216623
538,"ARIMA(2, 0, 1)x(2, 2, 1, 12)",-336.8714808405447
539,"ARIMA(2, 0, 1)x(2, 2, 2, 12)",-374.0597603972449
540,"ARIMA(2, 0, 2)x(0, 0, 0, 12)",-578.7137172929565
541,"ARIMA(2, 0, 2)x(0, 0, 1, 12)",-565.7220166312886
542,"ARIMA(2, 0, 2)x(0, 0, 2, 12)",-555.9941007417178
543,"ARIMA(2, 0, 2)x(0, 1, 0, 12)",-270.42763221609783
544,"ARIMA(2, 0, 2)x(0, 1, 1, 12)",-515.8980001663601
545,"ARIMA(2, 0, 2)x(0, 1, 2, 12)",-513.1503451990981
546,"ARIMA(2, 0, 2)x(0, 2, 0, 12)",220.66120738225135
547,"ARIMA(2, 0, 2)x(0, 2, 1, 12)",-193.5823956349239
548,"ARIMA(2, 0, 2)x(0, 2, 2, 12)",-421.79417903315755
549,"ARIMA(2, 0, 2)x(1, 0, 0, 12)",-552.718443135048
550,"ARIMA(2, 0, 2)x(1, 0, 1, 12)",-549.8389016729608
551,"ARIMA(2, 0, 2)x(1, 0, 2, 12)",-539.9272352551568
552,"ARIMA(2, 0, 2)x(1, 1, 0, 12)",-369.03026419979847
553,"ARIMA(2, 0, 2)x(1, 1, 1, 12)",-468.3074105952984
554,"ARIMA(2, 0, 2)x(1, 1, 2, 12)",-515.2736240704252
555,"ARIMA(2, 0, 2)x(1, 2, 0, 12)",-3.2842070376146424
556,"ARIMA(2, 0, 2)x(1, 2, 1, 12)",-301.7366555601443
557,"ARIMA(2, 0, 2)x(1, 2, 2, 12)",-380.55161774733176
558,"ARIMA(2, 0, 2)x(2, 0, 0, 12)",-557.576063271353
559,"ARIMA(2, 0, 2)x(2, 0, 1, 12)",-554.8375273235782
560,"ARIMA(2, 0, 2)x(2, 0, 2, 12)",-537.9112173001713
561,"ARIMA(2, 0, 2)x(2, 1, 0, 12)",-407.25502696949223
562,"ARIMA(2, 0, 2)x(2, 1, 1, 12)",-463.279720594872
563,"ARIMA(2, 0, 2)x(2, 1, 2, 12)",-462.7157342175184
564,"ARIMA(2, 0, 2)x(2, 2, 0, 12)",-115.01473291001699
565,"ARIMA(2, 0, 2)x(2, 2, 1, 12)",-340.24696044742853
566,"ARIMA(2, 0, 2)x(2, 2, 2, 12)",-362.1667574674183
567,"ARIMA(2, 1, 0)x(0, 0, 0, 12)",-460.8732719491219
568,"ARIMA(2, 1, 0)x(0, 0, 1, 12)",-448.143721146055
569,"ARIMA(2, 1, 0)x(0, 0, 2, 12)",-450.9496513424307
570,"ARIMA(2, 1, 0)x(0, 1, 0, 12)",-107.41814550469525
571,"ARIMA(2, 1, 0)x(0, 1, 1, 12)",-403.6871596198576
572,"ARIMA(2, 1, 0)x(0, 1, 2, 12)",-396.5800938037325
573,"ARIMA(2, 1, 0)x(0, 2, 0, 12)",410.5703064755987
574,"ARIMA(2, 1, 0)x(0, 2, 1, 12)",-63.72336377420123
575,"ARIMA(2, 1, 0)x(0, 2, 2, 12)",-320.9292423037855
576,"ARIMA(2, 1, 0)x(1, 0, 0, 12)",-455.35774986703836
577,"ARIMA(2, 1, 0)x(1, 0, 1, 12)",-453.99244226244844
578,"ARIMA(2, 1, 0)x(1, 0, 2, 12)",-449.82563269793513
579,"ARIMA(2, 1, 0)x(1, 1, 0, 12)",-236.9603259934707
580,"ARIMA(2, 1, 0)x(1, 1, 1, 12)",-398.4350454875608
581,"ARIMA(2, 1, 0)x(1, 1, 2, 12)",-402.3171095211122
582,"ARIMA(2, 1, 0)x(1, 2, 0, 12)",131.64588204993004
583,"ARIMA(2, 1, 0)x(1, 2, 1, 12)",-177.7413875823865
584,"ARIMA(2, 1, 0)x(1, 2, 2, 12)",-310.24248860862315
585,"ARIMA(2, 1, 0)x(2, 0, 0, 12)",-450.8782391627641
586,"ARIMA(2, 1, 0)x(2, 0, 1, 12)",-448.880936354935
587,"ARIMA(2, 1, 0)x(2, 0, 2, 12)",-457.2591747320961
588,"ARIMA(2, 1, 0)x(2, 1, 0, 12)",-296.196372194171
589,"ARIMA(2, 1, 0)x(2, 1, 1, 12)",-405.76904010960203
590,"ARIMA(2, 1, 0)x(2, 1, 2, 12)",-406.9109288703273
591,"ARIMA(2, 1, 0)x(2, 2, 0, 12)",12.803954459341227
592,"ARIMA(2, 1, 0)x(2, 2, 1, 12)",-229.31005598023364
593,"ARIMA(2, 1, 0)x(2, 2, 2, 12)",-306.3560971752025
594,"ARIMA(2, 1, 1)x(0, 0, 0, 12)",-580.3130332300517
595,"ARIMA(2, 1, 1)x(0, 0, 1, 12)",-569.0881504173623
596,"ARIMA(2, 1, 1)x(0, 0, 2, 12)",-557.3839298177247
597,"ARIMA(2, 1, 1)x(0, 1, 0, 12)",-238.216679291708
598,"ARIMA(2, 1, 1)x(0, 1, 1, 12)",-513.6441807058831
599,"ARIMA(2, 1, 1)x(0, 1, 2, 12)",-508.0844685062692
600,"ARIMA(2, 1, 1)x(0, 2, 0, 12)",282.6820502728202
601,"ARIMA(2, 1, 1)x(0, 2, 1, 12)",-185.9003914996919
602,"ARIMA(2, 1, 1)x(0, 2, 2, 12)",-422.45221457493136
603,"ARIMA(2, 1, 1)x(1, 0, 0, 12)",-568.6214685968104
604,"ARIMA(2, 1, 1)x(1, 0, 1, 12)",-567.0881586137664
605,"ARIMA(2, 1, 1)x(1, 0, 2, 12)",-555.7523992549789
606,"ARIMA(2, 1, 1)x(1, 1, 0, 12)",-359.9681635451366
607,"ARIMA(2, 1, 1)x(1, 1, 1, 12)",-505.2019275834218
608,"ARIMA(2, 1, 1)x(1, 1, 2, 12)",-514.7461327699648
609,"ARIMA(2, 1, 1)x(1, 2, 0, 12)",2.519070457787471
610,"ARIMA(2, 1, 1)x(1, 2, 1, 12)",-292.65420905051303
611,"ARIMA(2, 1, 1)x(1, 2, 2, 12)",-407.0078927803823
612,"ARIMA(2, 1, 1)x(2, 0, 0, 12)",-557.4549228791066
613,"ARIMA(2, 1, 1)x(2, 0, 1, 12)",-555.6282343122145
614,"ARIMA(2, 1, 1)x(2, 0, 2, 12)",-557.4357593787963
615,"ARIMA(2, 1, 1)x(2, 1, 0, 12)",-401.15845970668477
616,"ARIMA(2, 1, 1)x(2, 1, 1, 12)",-504.48684033315635
617,"ARIMA(2, 1, 1)x(2, 1, 2, 12)",-510.9344445583613
618,"ARIMA(2, 1, 1)x(2, 2, 0, 12)",-108.99354916017931
619,"ARIMA(2, 1, 1)x(2, 2, 1, 12)",-329.58961082906916
620,"ARIMA(2, 1, 1)x(2, 2, 2, 12)",-397.0276747303392
621,"ARIMA(2, 1, 2)x(0, 0, 0, 12)",-577.8339801934725
622,"ARIMA(2, 1, 2)x(0, 0, 1, 12)",-564.1646212309254
623,"ARIMA(2, 1, 2)x(0, 0, 2, 12)",-553.693859189518
624,"ARIMA(2, 1, 2)x(0, 1, 0, 12)",-235.85440666579143
625,"ARIMA(2, 1, 2)x(0, 1, 1, 12)",-510.2225794844362
626,"ARIMA(2, 1, 2)x(0, 1, 2, 12)",-508.1150402223784
627,"ARIMA(2, 1, 2)x(0, 2, 0, 12)",283.9721837576842
628,"ARIMA(2, 1, 2)x(0, 2, 1, 12)",-184.0016079277235
629,"ARIMA(2, 1, 2)x(0, 2, 2, 12)",-423.5751021640256
630,"ARIMA(2, 1, 2)x(1, 0, 0, 12)",-568.1103826466809
631,"ARIMA(2, 1, 2)x(1, 0, 1, 12)",-562.2082233731201
632,"ARIMA(2, 1, 2)x(1, 0, 2, 12)",-553.390209620811
633,"ARIMA(2, 1, 2)x(1, 1, 0, 12)",-357.9855089752708
634,"ARIMA(2, 1, 2)x(1, 1, 1, 12)",-502.29053726043253
635,"ARIMA(2, 1, 2)x(1, 1, 2, 12)",-513.2444275095836
636,"ARIMA(2, 1, 2)x(1, 2, 0, 12)",4.351679731490549
637,"ARIMA(2, 1, 2)x(1, 2, 1, 12)",-290.12974705652323
638,"ARIMA(2, 1, 2)x(1, 2, 2, 12)",-409.96347967635194
639,"ARIMA(2, 1, 2)x(2, 0, 0, 12)",-555.669540877924
640,"ARIMA(2, 1, 2)x(2, 0, 1, 12)",-553.8226289388951
641,"ARIMA(2, 1, 2)x(2, 0, 2, 12)",-557.609608929119
642,"ARIMA(2, 1, 2)x(2, 1, 0, 12)",-399.2745095632698
643,"ARIMA(2, 1, 2)x(2, 1, 1, 12)",-502.48416749777607
644,"ARIMA(2, 1, 2)x(2, 1, 2, 12)",-509.06807519790937
645,"ARIMA(2, 1, 2)x(2, 2, 0, 12)",-107.00358520949268
646,"ARIMA(2, 1, 2)x(2, 2, 1, 12)",-327.9915122051335
647,"ARIMA(2, 1, 2)x(2, 2, 2, 12)",-399.04614936262993
648,"ARIMA(2, 2, 0)x(0, 0, 0, 12)",-149.8914841015136
649,"ARIMA(2, 2, 0)x(0, 0, 1, 12)",-145.8756323907145
650,"ARIMA(2, 2, 0)x(0, 0, 2, 12)",-152.41054920136796
651,"ARIMA(2, 2, 0)x(0, 1, 0, 12)",188.97579180838957
652,"ARIMA(2, 2, 0)x(0, 1, 1, 12)",-111.24558404954129
653,"ARIMA(2, 2, 0)x(0, 1, 2, 12)",-106.77451443713377
654,"ARIMA(2, 2, 0)x(0, 2, 0, 12)",690.1188844468345
655,"ARIMA(2, 2, 0)x(0, 2, 1, 12)",220.1139380844624
656,"ARIMA(2, 2, 0)x(0, 2, 2, 12)",-41.28106829163288
657,"ARIMA(2, 2, 0)x(1, 0, 0, 12)",-147.9188503996131
658,"ARIMA(2, 2, 0)x(1, 0, 1, 12)",-145.9488217353988
659,"ARIMA(2, 2, 0)x(1, 0, 2, 12)",-151.52586690298926
660,"ARIMA(2, 2, 0)x(1, 1, 0, 12)",61.780093493922436
661,"ARIMA(2, 2, 0)x(1, 1, 1, 12)",-98.68118560961247
662,"ARIMA(2, 2, 0)x(1, 1, 2, 12)",-107.89640678393903
663,"ARIMA(2, 2, 0)x(1, 2, 0, 12)",422.8459008639245
664,"ARIMA(2, 2, 0)x(1, 2, 1, 12)",114.09620350844386
665,"ARIMA(2, 2, 0)x(1, 2, 2, 12)",-22.058249224324854
666,"ARIMA(2, 2, 0)x(2, 0, 0, 12)",-153.31040885398198
667,"ARIMA(2, 2, 0)x(2, 0, 1, 12)",-151.43488069207456
668,"ARIMA(2, 2, 0)x(2, 0, 2, 12)",-171.8782057238725
669,"ARIMA(2, 2, 0)x(2, 1, 0, 12)",-11.52928026356879
670,"ARIMA(2, 2, 0)x(2, 1, 1, 12)",-113.64441207304245
671,"ARIMA(2, 2, 0)x(2, 1, 2, 12)",-113.75093360009859
672,"ARIMA(2, 2, 0)x(2, 2, 0, 12)",283.12854778809447
673,"ARIMA(2, 2, 0)x(2, 2, 1, 12)",45.99257753232418
674,"ARIMA(2, 2, 0)x(2, 2, 2, 12)",-24.355970365538894
675,"ARIMA(2, 2, 1)x(0, 0, 0, 12)",-450.73315389160473
676,"ARIMA(2, 2, 1)x(0, 0, 1, 12)",-442.40102669217066
677,"ARIMA(2, 2, 1)x(0, 0, 2, 12)",-440.1000006269401
678,"ARIMA(2, 2, 1)x(0, 1, 0, 12)",-95.01940177710227
679,"ARIMA(2, 2, 1)x(0, 1, 1, 12)",-392.2400992848553
680,"ARIMA(2, 2, 1)x(0, 1, 2, 12)",-393.03090673985787
681,"ARIMA(2, 2, 1)x(0, 2, 0, 12)",421.04366182918307
682,"ARIMA(2, 2, 1)x(0, 2, 1, 12)",-53.422956437187096
683,"ARIMA(2, 2, 1)x(0, 2, 2, 12)",-314.5614743332249
684,"ARIMA(2, 2, 1)x(1, 0, 0, 12)",-445.24344252109034
685,"ARIMA(2, 2, 1)x(1, 0, 1, 12)",-443.38069058934707
686,"ARIMA(2, 2, 1)x(1, 0, 2, 12)",-438.39740363201815
687,"ARIMA(2, 2, 1)x(1, 1, 0, 12)",-228.00415762688095
688,"ARIMA(2, 2, 1)x(1, 1, 1, 12)",-383.27988464293156
689,"ARIMA(2, 2, 1)x(1, 1, 2, 12)",-397.5594740267471
690,"ARIMA(2, 2, 1)x(1, 2, 0, 12)",140.8173003639715
691,"ARIMA(2, 2, 1)x(1, 2, 1, 12)",-163.59125913783046
692,"ARIMA(2, 2, 1)x(1, 2, 2, 12)",-300.3932289305035
693,"ARIMA(2, 2, 1)x(2, 0, 0, 12)",-440.75397629347947
694,"ARIMA(2, 2, 1)x(2, 0, 1, 12)",-438.8436114092865
695,"ARIMA(2, 2, 1)x(2, 0, 2, 12)",-448.5190446386148
696,"ARIMA(2, 2, 1)x(2, 1, 0, 12)",-289.8108624762952
697,"ARIMA(2, 2, 1)x(2, 1, 1, 12)",-393.6528490592732
698,"ARIMA(2, 2, 1)x(2, 1, 2, 12)",-395.0196277318618
699,"ARIMA(2, 2, 1)x(2, 2, 0, 12)",17.930410987292717
700,"ARIMA(2, 2, 1)x(2, 2, 1, 12)",-219.89433968337786
