,stats,aic
701,"ARIMA(2, 2, 1)x(2, 2, 2, 12)",-291.93451605760373
702,"ARIMA(2, 2, 2)x(0, 0, 0, 12)",-564.7130003621994
703,"ARIMA(2, 2, 2)x(0, 0, 1, 12)",-555.7187738181445
704,"ARIMA(2, 2, 2)x(0, 0, 2, 12)",-542.5761671199264
705,"ARIMA(2, 2, 2)x(0, 1, 0, 12)",-218.67013113970236
706,"ARIMA(2, 2, 2)x(0, 1, 1, 12)",-496.97805022283904
707,"ARIMA(2, 2, 2)x(0, 1, 2, 12)",-493.5755910796166
708,"ARIMA(2, 2, 2)x(0, 2, 0, 12)",299.78992059808496
709,"ARIMA(2, 2, 2)x(0, 2, 1, 12)",-167.36630670097057
710,"ARIMA(2, 2, 2)x(0, 2, 2, 12)",-412.9113070020802
711,"ARIMA(2, 2, 2)x(1, 0, 0, 12)",-554.252105716078
712,"ARIMA(2, 2, 2)x(1, 0, 1, 12)",-554.2979149062037
713,"ARIMA(2, 2, 2)x(1, 0, 2, 12)",-539.7033043930837
714,"ARIMA(2, 2, 2)x(1, 1, 0, 12)",-316.1913542887384
715,"ARIMA(2, 2, 2)x(1, 1, 1, 12)",-488.29492313977374
716,"ARIMA(2, 2, 2)x(1, 1, 2, 12)",-500.1178099801907
717,"ARIMA(2, 2, 2)x(1, 2, 0, 12)",31.610512617925387
718,"ARIMA(2, 2, 2)x(1, 2, 1, 12)",-272.1188616568064
719,"ARIMA(2, 2, 2)x(1, 2, 2, 12)",-387.78829422438525
720,"ARIMA(2, 2, 2)x(2, 0, 0, 12)",-544.4970578910824
721,"ARIMA(2, 2, 2)x(2, 0, 1, 12)",-542.5055921473829
722,"ARIMA(2, 2, 2)x(2, 0, 2, 12)",-541.4025143295182
723,"ARIMA(2, 2, 2)x(2, 1, 0, 12)",-387.97710599276974
724,"ARIMA(2, 2, 2)x(2, 1, 1, 12)",-488.907981637607
725,"ARIMA(2, 2, 2)x(2, 1, 2, 12)",-498.6432619476898
726,"ARIMA(2, 2, 2)x(2, 2, 0, 12)",-93.760296323505
727,"ARIMA(2, 2, 2)x(2, 2, 1, 12)",-316.27318174567813
728,"ARIMA(2, 2, 2)x(2, 2, 2, 12)",-380.45235466580493
